step,loss,embedding_grad_l1_norm,embedding_grad_l2_norm,output_proj_grad_l1_norm,output_proj_grad_l2_norm,embedding_grad_mean,output_proj_grad_mean,embedding_grad_abs_mean,output_proj_grad_abs_mean
73,0.0,97.0628433227539,0.038972750306129456,376.4757080078125,0.3684927225112915,1.88933070577324e-15,-1.6052327847697139e-15,5.7853962971421424e-06,3.6543024179991335e-06
74,0.0,94.4359130859375,0.03838289529085159,389.8545227050781,0.4312158226966858,1.721713049906981e-16,1.5058353530577294e-14,5.628819053526968e-06,3.7841653011128074e-06
75,0.0,93.52704620361328,0.03854617476463318,380.61700439453125,0.40081220865249634,5.865533753146579e-16,1.378985985865883e-14,5.574646365857916e-06,3.694500492201769e-06
76,0.0,95.33335876464844,0.037570662796497345,405.95611572265625,0.4692392349243164,8.998878031629687e-16,-3.611685383137766e-15,5.6823109844117425e-06,3.940457190765301e-06
77,0.0,90.35318756103516,0.03671281039714813,354.4320983886719,0.29207292199134827,-9.770829978439366e-16,8.993371470439587e-15,5.385469648899743e-06,3.4403337849653326e-06
78,0.0,98.94413757324219,0.040962979197502136,366.7275695800781,0.33691343665122986,-1.4879590615191063e-15,-1.4302949642941648e-15,5.897530172660481e-06,3.559681090337108e-06
79,0.0,81.62164306640625,0.04227627068758011,469.424072265625,0.659721314907074,1.0759622359746146e-15,8.497585298719752e-15,4.86502904095687e-06,4.556515705189668e-06
80,0.0,86.55783081054688,0.0372050516307354,469.87664794921875,0.5016211271286011,-9.744809126299714e-16,-6.465078580993044e-14,5.1592487579910085e-06,4.560909019346582e-06
81,0.0,64.82049560546875,0.027931610122323036,556.6781005859375,0.7833258509635925,8.302820236893993e-16,7.499740168085897e-14,3.863602614728734e-06,5.4034567256167065e-06
82,0.0,97.73539733886719,0.040740966796875,398.7948303222656,0.3777511715888977,-6.852157730108388e-17,-2.4729016780806155e-14,5.825483640364837e-06,3.870945420203498e-06
83,0.0,112.91686248779297,0.04629254341125488,359.81787109375,0.25207436084747314,-8.424250880212369e-16,-2.2773131308235356e-14,6.730369477736531e-06,3.492611313049565e-06
84,0.0,116.3932876586914,0.04726707562804222,383.9556579589844,0.2681031823158264,2.6120598739520773e-15,5.29750117674011e-15,6.937580565136159e-06,3.7269073800416663e-06
85,0.0,124.48970031738281,0.05125286802649498,383.9891357421875,0.3587140738964081,-1.3747683547116196e-15,6.88366523816388e-15,7.420164365612436e-06,3.7272322970238747e-06
86,0.0,141.64981079101562,0.06121232360601425,464.46600341796875,0.5941593050956726,1.167035218463397e-15,-6.973387118398497e-14,8.44298665469978e-06,4.508389793045353e-06
87,0.0,111.98686218261719,0.04409264400601387,368.9114990234375,0.30704131722450256,-4.87890977618477e-16,-8.106887963666917e-15,6.6749371399055235e-06,3.5808795928460313e-06
88,0.0,115.86480712890625,0.04685844108462334,494.75897216796875,0.6767277717590332,-1.0672886185947306e-15,7.527573670732673e-14,6.906080670887604e-06,4.802431703865295e-06
89,0.0,120.79827117919922,0.04687679931521416,348.1267395019531,0.27422550320625305,4.3368086899420177e-16,1.1122781806650796e-14,7.200138043117477e-06,3.3791300211305497e-06
90,0.0,122.30509948730469,0.04803085699677467,362.4775695800781,0.2830830514431,-7.663140955127545e-16,-3.003492433603129e-14,7.289952009159606e-06,3.518428002280416e-06
91,0.0,107.03319549560547,0.04363039880990982,461.5403747558594,0.6414588689804077,-1.7212793690379868e-15,-4.026775996522104e-14,6.379675596690504e-06,4.479991730477195e-06
92,0.0,125.76238250732422,0.049951113760471344,366.667236328125,0.3027110695838928,-6.782768791069316e-16,1.565259076527297e-15,7.49602213545586e-06,3.559095375749166e-06
93,0.0,129.65924072265625,0.05104481056332588,348.1453857421875,0.24147601425647736,-8.972857179490035e-16,1.215397581026418e-14,7.728292985120788e-06,3.3793110105762025e-06
94,0.0,131.0924072265625,0.051648493856191635,342.3631591796875,0.31426677107810974,-1.6219664500383146e-15,-2.161135277624262e-14,7.813716365490109e-06,3.3231851830350934e-06
95,0.0,125.15589904785156,0.049830060452222824,440.44000244140625,0.46324366331100464,-9.085614205428527e-16,-3.0417850990826015e-14,7.459872904291842e-06,4.2751789806061424e-06
96,0.0,125.92242431640625,0.05362740531563759,462.55059814453125,0.6646504998207092,1.0829011298785218e-15,3.157285156517482e-14,7.505561370635405e-06,4.489797902351711e-06
97,0.0,108.23464965820312,0.04529044032096863,494.3780517578125,0.5346685647964478,7.37257477290143e-18,1.290076325524388e-14,6.451287845266052e-06,4.7987341531552374e-06
98,0.0,138.40814208984375,0.055743250995874405,359.2235107421875,0.2849874794483185,-1.3791051634015616e-16,-5.9329131065182904e-15,8.249768143286929e-06,3.486842160782544e-06
99,0.0,132.36117553710938,0.051448285579681396,362.3122863769531,0.5246807932853699,2.437286483747414e-16,-7.333899248529799e-15,7.889340849942528e-06,3.5168236536264885e-06
100,0.0,117.09451293945312,0.04449193552136421,353.4974670410156,0.33736124634742737,4.874572967494828e-16,-4.30105500572194e-15,6.979376848903485e-06,3.4312615753151476e-06
101,0.0,121.80001831054688,0.046460721641778946,397.20263671875,0.39467406272888184,1.465841337200402e-16,1.1023130074472223e-15,7.25984682503622e-06,3.855490831483621e-06
102,0.0,122.26594543457031,0.048230357468128204,364.1600341796875,0.31512969732284546,-2.211338751001435e-15,8.801907296009277e-15,7.287618245754857e-06,3.534759116519126e-06
103,0.0,189.2652587890625,0.09401501715183258,492.3792724609375,0.7811917662620544,2.194425197110661e-15,-1.2395513184404374e-14,1.1281088518444449e-05,4.779332812177017e-06
104,0.0,141.541748046875,0.07243962585926056,348.5255126953125,0.42071351408958435,-4.371503159461554e-16,5.897812484700546e-15,8.436545613221824e-06,3.3830008305812953e-06
105,0.0,135.474853515625,0.053148720413446426,359.1632080078125,0.3169299364089966,-1.438085761584773e-15,-1.5018520959199713e-14,8.074930519796908e-06,3.4862566735682776e-06
106,0.0,102.47227478027344,0.048791274428367615,509.9410400390625,1.5001267194747925,-8.05995895025724e-16,-2.4077433297998996e-13,6.107823537604418e-06,4.949798039888265e-06
107,0.0,148.3603515625,0.06127987802028656,413.64776611328125,0.3964230418205261,9.471590178833367e-16,5.391432471909402e-15,8.842966053634882e-06,4.0151171560864896e-06
108,0.0,111.11772918701172,0.0425744466483593,474.23101806640625,0.6620053648948669,2.2148081979533885e-15,1.5108073517548174e-15,6.623132776439888e-06,4.603175057127373e-06
109,0.0,123.49971008300781,0.04743552953004837,384.48944091796875,0.3716091513633728,9.879250195687916e-16,3.718420767150933e-14,7.3611563493614085e-06,3.7320885439839913e-06
110,0.0,127.65232849121094,0.0511198565363884,416.0657043457031,0.4647948741912842,-1.1752751549742868e-16,4.041366986071507e-15,7.608671694470104e-06,4.038587121613091e-06
111,0.0,129.50099182128906,0.05065357685089111,381.51226806640625,0.6651251316070557,3.729655473350135e-17,-4.600504445982385e-15,7.718860615568701e-06,3.7031902593298582e-06
112,0.0,135.93760681152344,0.053495969623327255,341.27410888671875,0.37473753094673157,2.5370330836160804e-16,-1.9386739324891815e-14,8.102512765617575e-06,3.312614353490062e-06
113,0.0,129.64309692382812,0.05258337780833244,485.65966796875,1.3223495483398438,-1.1882855810441129e-15,-1.3431155805056737e-14,7.727330739726312e-06,4.714108399639372e-06
114,0.0,149.8046112060547,0.06007891893386841,416.90484619140625,0.4283643662929535,-3.1008182133085427e-16,-2.8262804355433206e-14,8.929050636652391e-06,4.046732101414818e-06
115,0.0,128.68145751953125,0.05012265965342522,362.664794921875,0.3475208580493927,-1.341374927799066e-15,2.1741019967940096e-14,7.670012564631179e-06,3.5202454000682337e-06
116,0.0,134.37942504882812,0.052398767322301865,375.2452697753906,0.27586638927459717,5.152128723651117e-16,-1.9527778145664418e-16,8.00963789515663e-06,3.642359160949127e-06
117,0.0,137.81072998046875,0.05273164436221123,363.905517578125,0.5051157474517822,-6.704706234650359e-16,1.1680436111871032e-14,8.214159606723115e-06,3.53228847416176e-06
118,0.0,137.139404296875,0.05268150195479393,359.8287353515625,0.3960314691066742,1.3227266504323154e-15,1.3963597327569001e-14,8.174145477823913e-06,3.4927168144349707e-06
119,0.0,118.79780578613281,0.047984007745981216,462.3251647949219,1.5097883939743042,-8.239936510889834e-18,-1.5734882472494272e-13,7.080901013978291e-06,4.487609658099245e-06
120,0.0,139.0811767578125,0.05626099929213524,348.3143310546875,0.3426520824432373,2.8145888397723695e-16,3.980135397830967e-15,8.289884135592729e-06,3.3809510568971746e-06
121,0.0,126.61090087890625,0.05039285868406296,422.501708984375,0.4603649377822876,-3.2916377956659915e-16,-1.2021201362902995e-13,7.5465977715794e-06,4.101058948435821e-06
122,0.0,132.18003845214844,0.050410788506269455,335.02056884765625,0.3144627809524536,-1.5707921074969988e-15,1.837659287240784e-16,7.878544238337781e-06,3.2519135402253596e-06
123,0.0,138.55947875976562,0.053787291049957275,319.7130126953125,0.31486400961875916,-7.24247051220317e-17,-1.932734368056445e-14,8.258788511739112e-06,3.103329163423041e-06
124,0.0,159.3017578125,0.0625605508685112,393.5520935058594,0.45095300674438477,3.0704605524789486e-15,2.1656694449909142e-14,9.49512468650937e-06,3.820056008407846e-06
125,0.0,147.72146606445312,0.09510111063718796,353.6707763671875,0.372768759727478,-2.5222879340702775e-15,-9.143731677038486e-15,8.80488551047165e-06,3.432943913139752e-06
126,0.0,137.5087890625,0.05247221887111664,352.1271057128906,0.3687947988510132,-5.026361271642799e-16,-1.5041685616241224e-14,8.196162525564432e-06,3.417959987928043e-06
127,0.0,127.34654235839844,0.04863942041993141,350.5884094238281,0.3291284441947937,-5.620504062164855e-16,8.126522187384272e-15,7.590445420646574e-06,3.4030244933092035e-06
128,0.0,124.25706481933594,0.04713086783885956,346.94012451171875,0.3176358640193939,-2.5457067009959644e-16,-4.129153904241416e-15,7.406298209389206e-06,3.3676121802272974e-06
129,0.0,118.5250473022461,0.044996410608291626,434.93890380859375,0.6187763810157776,1.4140164733555949e-15,-2.74380466806258e-14,7.064643341436749e-06,4.221781637170352e-06
130,0.0,128.2997589111328,0.049223821610212326,341.83355712890625,0.370781809091568,1.2568071583451967e-15,-2.02122745759448e-14,7.64726155466633e-06,3.3180447189806728e-06
131,0.0,138.155517578125,0.05322696641087532,345.0526123046875,0.3682449162006378,1.6384463230600943e-15,-3.7581615201570315e-15,8.234710549004376e-06,3.349290636833757e-06
132,0.0,146.19862365722656,0.056226473301649094,327.8225402832031,0.3045094907283783,-8.439429710627167e-16,-2.79777269467053e-14,8.71411702974001e-06,3.1820452477404615e-06
133,0.0,163.42617797851562,0.06397642195224762,337.18994140625,0.30734843015670776,-1.1214987272190058e-15,-1.3612238743685497e-15,9.74095928540919e-06,3.2729708436818328e-06
134,0.0,132.93783569335938,0.0529668852686882,455.03363037109375,0.9209535121917725,-2.1250362580715887e-17,1.2188299279352818e-14,7.92371247371193e-06,4.416833689901978e-06
135,0.0,169.96713256835938,0.0655694305896759,479.570556640625,0.8116652965545654,-1.6566609195578508e-15,-2.589489325819771e-14,1.0130830560228787e-05,4.655003976949956e-06
136,0.0,122.56341552734375,0.04611070826649666,387.16522216796875,0.37918251752853394,-3.0357660829594124e-17,2.222776745107978e-14,7.30534884496592e-06,3.7580614389298717e-06
137,0.0,131.4279022216797,0.050039105117321014,326.2996826171875,0.29228582978248596,-6.2753621743461e-16,-1.876644185102444e-14,7.83371342549799e-06,3.1672634577262215e-06
138,0.0,142.13990783691406,0.05473939701914787,365.3320007324219,0.3987310528755188,-1.0907073855204175e-15,6.491555899187972e-15,8.472198715026025e-06,3.5461348488752265e-06
139,0.0,145.85379028320312,0.056736622005701065,349.9989013671875,0.3227713406085968,-4.930951480464074e-16,-3.856824341369686e-15,8.693563358974643e-06,3.397302407392999e-06
140,0.0,147.4815673828125,0.05818209797143936,349.35821533203125,0.415096640586853,-1.5178830414797062e-15,1.439349026522308e-14,8.790586434770375e-06,3.3910835099959513e-06
141,0.0,150.08258056640625,0.05897514522075653,361.99969482421875,0.3165472447872162,-1.0234868508263162e-16,1.1440523346923671e-14,8.945618901634589e-06,3.5137893519276986e-06
142,0.0,133.185791015625,0.06433353573083878,442.2399597167969,0.9465715885162354,1.0191500421363742e-15,-1.1554935475241099e-14,7.93849176261574e-06,4.2926503738272e-06
143,0.0,122.40309143066406,0.047474272549152374,408.3607177734375,0.5098505020141602,1.2130053905767824e-15,-1.7187269411305544e-15,7.295792784134392e-06,3.963797553296899e-06
144,0.0,124.8619384765625,0.04697546362876892,324.2841796875,0.3473733365535736,-6.752411130239722e-16,-8.332817061688057e-15,7.442351488862187e-06,3.147699771943735e-06
145,0.0,125.4317398071289,0.04761726036667824,396.1025390625,0.48419123888015747,1.012211148232467e-15,-6.458998239684474e-14,7.476314294763142e-06,3.844812454190105e-06
146,0.0,138.18972778320312,0.06135964393615723,480.85321044921875,1.8699284791946411,1.1210650463500116e-15,8.054392927354243e-14,8.23674963612575e-06,4.667454049922526e-06
147,0.0,157.48895263671875,0.06117391213774681,356.9418029785156,0.40331724286079407,9.246076126956382e-16,-4.539060675988558e-15,9.38707307795994e-06,3.464694373178645e-06
148,0.0,175.10794067382812,0.06706788390874863,405.26007080078125,0.41238170862197876,-1.1345091532888318e-15,-1.1800145584240588e-14,1.0437246601213701e-05,3.9337010093731806e-06
149,0.0,156.06187438964844,0.059202924370765686,373.399658203125,0.4968477189540863,2.0469737016526324e-15,1.0338704583201172e-14,9.302012585976627e-06,3.6244443890609546e-06
150,0.0,136.84963989257812,0.05201663821935654,366.5101318359375,0.3817526400089264,1.2624450096421214e-15,-1.0645287311426919e-14,8.156874173437245e-06,3.5575703805079684e-06
151,0.0,132.8487548828125,0.04982652887701988,372.08526611328125,0.42056602239608765,-4.3107878378023656e-16,-9.580405113435338e-15,7.91840284364298e-06,3.6116862247581594e-06
152,0.0,132.53240966796875,0.05071035400032997,444.2672424316406,0.4637657105922699,2.719179048593645e-16,-3.999656034430095e-14,7.899547199485824e-06,4.3123282011947595e-06
153,0.0,140.17330932617188,0.05365430563688278,347.9990234375,0.281207412481308,1.7358076781492926e-15,-1.5995263449798854e-14,8.354980309377424e-06,3.3778903798520332e-06
154,0.0,130.54293823242188,0.05069221556186676,429.38067626953125,0.70047527551651,-6.457508139323664e-16,-1.3456037228475742e-13,7.780965461279266e-06,4.167830411461182e-06
155,0.0,139.42428588867188,0.05264072120189667,349.9645080566406,0.29593220353126526,7.446300520630444e-16,5.312403027381155e-15,8.310335033456795e-06,3.3969686228374485e-06
156,0.0,133.23956298828125,0.050702955573797226,332.35791015625,0.3429035246372223,4.432218481120742e-16,1.0387929902930856e-14,7.941696821944788e-06,3.226068201911403e-06
157,0.0,134.2821044921875,0.051220670342445374,373.0384521484375,0.3422165513038635,-2.1120258320017626e-16,-1.5618125418165665e-14,8.003837137948722e-06,3.62093828698562e-06
158,0.0,137.2614288330078,0.054942674934864044,558.4456176757812,1.296878457069397,3.0375008064353892e-15,1.6802363875787797e-14,8.181418706953991e-06,5.4206129789236e-06
159,0.0,143.06350708007812,0.055332958698272705,348.2948913574219,0.3243201673030853,1.850516267998259e-15,-2.848534193353354e-14,8.527249519829638e-06,3.3807623367465567e-06
160,0.0,137.4095001220703,0.05315893515944481,325.590576171875,0.2553165853023529,6.305719835175694e-16,-2.082035444658098e-14,8.190244443539996e-06,3.160380401823204e-06
