step,loss,embedding_grad_l2_norm,output_proj_grad_l2_norm,embedding_grad_l2_norm_effective,output_proj_grad_l2_norm_effective,embedding_grad_l1_norm,output_proj_grad_l1_norm,embedding_grad_mean,output_proj_grad_mean,embedding_grad_abs_mean,output_proj_grad_abs_mean
32,0.0,0.008962285704910755,0.1432175487279892,0.008962285704910755,0.1432175487279892,40.49253463745117,228.8980712890625,4.9520934228275415e-17,4.8606155585899716e-15,6.033857857801195e-07,2.221823933723499e-06
33,0.0,0.010649715550243855,0.15429559350013733,0.010649715550243855,0.15429559350013733,43.819793701171875,215.49685668945312,6.933472893044801e-17,5.872776308362077e-15,6.529658094223123e-07,2.0917436813761014e-06
34,0.0,0.012870567850768566,0.20557312667369843,0.012870567850768566,0.20557312667369843,53.01582336425781,217.06021118164062,2.0003530082357557e-17,-8.939166952232763e-14,7.899973297753604e-07,2.1069186004751828e-06
35,0.0,0.009437352418899536,0.14999397099018097,0.009437352418899536,0.14999397099018097,46.769264221191406,222.0316162109375,-9.215718466126788e-19,2.2511487574213007e-13,6.96916345077625e-07,2.1551741156145e-06
36,0.0,0.01214753556996584,0.1272503286600113,0.01214753556996584,0.1272503286600113,52.966339111328125,215.30606079101562,4.4533604234842095e-17,5.459671817832461e-14,7.89259956945898e-07,2.0898917227896163e-06
37,0.0,0.009461666457355022,0.16606993973255157,0.009461666457355022,0.16606993973255157,49.54609680175781,208.6016387939453,-3.642919299551295e-17,-5.1257766816290885e-15,7.38294374968973e-07,2.0248144210199825e-06
38,0.0,0.010102384723722935,0.16117572784423828,0.010102384723722935,0.16117572784423828,49.42304229736328,207.80111694335938,-5.654114329511906e-17,-1.0462015639662453e-14,7.36460719963361e-07,2.0170441530353855e-06
39,0.0,0.011209553107619286,0.15819253027439117,0.011209553107619286,0.15819253027439117,53.425392150878906,198.99989318847656,-4.0440741033709315e-17,-7.170985166619643e-15,7.961003802847699e-07,1.931614178829477e-06
40,0.0,0.014929013326764107,0.18736477196216583,0.014929013326764107,0.18736477196216583,57.453365325927734,200.8688201904297,2.144009796090085e-17,-3.5201960839554083e-14,8.561218578506669e-07,1.94975496015104e-06
41,0.0,0.015042614191770554,0.117303267121315,0.015042614191770554,0.117303267121315,65.52486419677734,214.01535034179688,-4.716279450311944e-18,-1.6014790947364854e-14,9.763965636011562e-07,2.077363205899019e-06
42,0.0,0.012116639874875546,0.1753169745206833,0.012116639874875546,0.1753169745206833,58.01797103881836,205.78675842285156,2.3554292197247584e-17,-2.7625650248289113e-13,8.645351385894173e-07,1.9974916085629957e-06
43,0.0,0.009921708144247532,0.10259189456701279,0.009921708144247532,0.10259189456701279,54.11865234375,183.77099609375,7.364443256607789e-17,-2.295202424317899e-15,8.0643076216802e-07,1.783793209142459e-06
44,0.0,0.010985149070620537,0.1555527150630951,0.010985149070620537,0.1555527150630951,54.51041793823242,192.19625854492188,6.483528991463317e-17,-3.626167020733678e-14,8.122685244416061e-07,1.8655739495443413e-06
45,0.0,0.009983566589653492,0.11734487116336823,0.009983566589653492,0.11734487116336823,53.73316192626953,182.18727111816406,-9.192679169961471e-17,-3.7031446126504965e-15,8.006865073184599e-07,1.7684205886325799e-06
46,0.0,0.016030963510274887,0.18153640627861023,0.016030963510274887,0.18153640627861023,63.51615905761719,192.63485717773438,1.0028870095490916e-16,-1.566424382104482e-15,9.464645245316206e-07,1.8698311805565027e-06
47,0.0,0.012140612117946148,0.11276549100875854,0.012140612117946148,0.11276549100875854,61.57423782348633,182.91744995117188,1.0310762660337147e-16,-9.39554525489477e-15,9.17527643196081e-07,1.7755081671566586e-06
48,0.0,0.017310481518507004,0.19433775544166565,0.017310481518507004,0.19433775544166565,72.40310668945312,191.33827209472656,1.0576392192596096e-16,-5.720739908263855e-14,1.0788903637148906e-06,1.8572458202470443e-06
49,0.0,0.0116647370159626,0.11511034518480301,0.0116647370159626,0.11511034518480301,61.94185256958008,177.44129943847656,-3.735076484212563e-17,-7.424863810801333e-15,9.230055297848594e-07,1.7223533177457284e-06
50,0.0,0.014661906287074089,0.17561613023281097,0.014661906287074089,0.17561613023281097,71.55192565917969,194.8450164794922,-1.6176296413483726e-16,-2.4790619792994066e-14,1.0662067779776407e-06,1.8912843415819225e-06
51,0.0,0.01175171509385109,0.14696963131427765,0.01175171509385109,0.14696963131427765,63.0853385925293,170.56396484375,8.500145032286355e-17,1.9814550255561544e-14,9.400447993357375e-07,1.6555976571908104e-06
52,0.0,0.01225088257342577,0.16944923996925354,0.01225088257342577,0.16944923996925354,62.61467361450195,175.09835815429688,1.1546753136970622e-16,-5.187202663931023e-14,9.330313446298533e-07,1.6996112890410586e-06
53,0.0,0.015322647988796234,0.1629144698381424,0.015322647988796234,0.1629144698381424,69.52867126464844,183.13711547851562,1.1226913496087398e-16,-2.949044139314086e-14,1.03605793810857e-06,1.7776403637981275e-06
54,0.0,0.014338006265461445,0.17587098479270935,0.014338006265461445,0.17587098479270935,67.49516296386719,196.7515869140625,2.347297703431117e-17,-1.0202730722991618e-13,1.0057563031296013e-06,1.9097906260867603e-06
55,0.0,0.010848204605281353,0.10998202860355377,0.010848204605281353,0.10998202860355377,61.8045654296875,165.2200469970703,-7.144892316679474e-17,1.548400960942921e-14,9.209597919834778e-07,1.6037263321777573e-06
56,0.0,0.01668490096926689,0.11190995573997498,0.01668490096926689,0.11190995573997498,67.22632598876953,164.7508544921875,8.782037597132586e-18,-4.0912494339616703e-14,1.0017503200288047e-06,1.599172151145467e-06
57,0.0,0.012047233991324902,0.15571939945220947,0.012047233991324902,0.15571939945220947,65.1110610961914,162.53648376464844,-1.0202342443088597e-16,1.696073193187004e-14,9.702304168968112e-07,1.5776780628584675e-06
58,0.0,0.024441847577691078,0.1585056036710739,0.024441847577691078,0.1585056036710739,89.77285766601562,188.65882873535156,-1.4148838350935833e-16,-5.601325880986302e-14,1.3377198229136411e-06,1.8312374550077948e-06
59,0.0,0.013117717579007149,0.1192026361823082,0.013117717579007149,0.1192026361823082,66.79412841796875,156.34571838378906,-2.2822455730819868e-17,-7.15442313140198e-15,9.953100743587129e-07,1.5175867247307906e-06
60,0.0,0.01192187424749136,0.13742122054100037,0.01192187424749136,0.13742122054100037,66.62165832519531,153.1029510498047,6.136584296267955e-17,4.300119034315224e-15,9.92740069705178e-07,1.4861104773444822e-06
61,0.0,0.013803986832499504,0.11918915063142776,0.013803986832499504,0.11918915063142776,71.23526000976562,164.5518035888672,-8.874194781793854e-17,1.788251892485132e-13,1.0614880920911673e-06,1.5972400433383882e-06
62,0.0,0.01621716283261776,0.17348092794418335,0.01621716283261776,0.17348092794418335,73.44607543945312,174.64503479003906,6.494371013188172e-17,-6.258772525854356e-14,1.0944318091787864e-06,1.6952110399870435e-06
63,0.0,0.014489447697997093,0.13678136467933655,0.014489447697997093,0.13678136467933655,73.73921203613281,161.633056640625,-7.806255641895632e-17,-3.00311262402958e-14,1.0987998848577263e-06,1.5689088286308106e-06
64,0.0,0.013940835371613503,0.13006949424743652,0.013940835371613503,0.13006949424743652,73.99751281738281,164.10435485839844,4.9168568522217626e-17,-1.659871682647713e-14,1.1026488664356293e-06,1.5928967513900716e-06
65,0.0,0.013022670522332191,0.14314284920692444,0.013022670522332191,0.14314284920692444,73.24459838867188,152.6675567626953,4.119968255444917e-18,-2.8811859582172916e-14,1.091429567168234e-06,1.4818842828390189e-06
66,0.0,0.014035121537744999,0.10403190553188324,0.014035121537744999,0.10403190553188324,75.49044799804688,154.3458251953125,-5.3017486234541167e-17,-1.2642206024578032e-15,1.1248953342146706e-06,1.498174583502987e-06
67,0.0,0.015560859814286232,0.11412779241800308,0.015560859814286232,0.11412779241800308,78.29348754882812,156.84695434570312,-1.131364966988624e-16,-1.654039860805867e-14,1.1666638783935923e-06,1.5224520666379249e-06
68,0.0,0.015576442703604698,0.102897047996521,0.015576442703604698,0.102897047996521,80.13135528564453,167.17538452148438,1.3032110113275763e-16,-8.323170034045188e-14,1.1940502417928656e-06,1.6227061223617056e-06
69,0.0,0.013998818583786488,0.10213396698236465,0.013998818583786488,0.10213396698236465,78.18531799316406,147.98760986328125,-2.439454888092385e-17,-8.258607764025279e-16,1.1650520264083752e-06,1.4364578646564041e-06
70,0.0,0.014272159896790981,0.10948991030454636,0.014272159896790981,0.10948991030454636,75.62287139892578,151.64573669433594,-7.643625316022806e-17,-1.707942496470289e-14,1.1268685966570047e-06,1.471965902055672e-06
71,0.0,0.01393069326877594,0.10344020277261734,0.01393069326877594,0.10344020277261734,74.78974914550781,150.02783203125,1.0066817171527909e-16,-5.880174294123396e-15,1.114454107664642e-06,1.4562614296664833e-06
72,0.0,0.013321701437234879,0.07729153335094452,0.013321701437234879,0.07729153335094452,74.80143737792969,142.87100219726562,-1.3660947373317356e-17,-1.4578209939810878e-15,1.1146282759000314e-06,1.3867929737898521e-06
73,0.0,0.01712440885603428,0.1075243204832077,0.01712440885603428,0.1075243204832077,87.81983947753906,156.5929412841797,-3.572446158339737e-17,-1.905127192613175e-14,1.3086175840726355e-06,1.5199864265014185e-06
74,0.0,0.023408278822898865,0.22409097850322723,0.023408278822898865,0.22409097850322723,97.55674743652344,189.14878845214844,-7.204523436166177e-17,-8.282009653819492e-14,1.4537088190991199e-06,1.8359933164902031e-06
75,0.0,0.013138527050614357,0.10106431692838669,0.013138527050614357,0.10106431692838669,72.76701354980469,150.55917358398438,-1.2365325777197178e-16,-8.649181326388696e-15,1.0843129985005362e-06,1.4614190604333999e-06
76,0.0,0.01670682430267334,0.09756085276603699,0.01670682430267334,0.09756085276603699,83.87086486816406,156.81027221679688,-1.345494896054511e-16,-1.585528469075974e-15,1.249773276867927e-06,1.5220959994621808e-06
77,0.0,0.015402532182633877,0.08825427293777466,0.015402532182633877,0.08825427293777466,85.51521301269531,144.54473876953125,-1.3135109319661886e-16,-1.7472805700132626e-14,1.2742759736283915e-06,1.403039277647622e-06
78,0.0,0.015939556062221527,0.15942442417144775,0.015939556062221527,0.15942442417144775,82.4584732055664,147.11634826660156,1.4815622687014418e-16,-1.1290480777679992e-14,1.2287270010347129e-06,1.4280008144851308e-06
79,0.0,0.015697665512561798,0.09213276952505112,0.015697665512561798,0.09213276952505112,85.68940734863281,147.4809112548828,-5.1553813301685736e-17,3.6746123078222354e-15,1.2768716715072514e-06,1.4315395446828916e-06
80,0.0,0.014292164705693722,0.1737957000732422,0.014292164705693722,0.1737957000732422,79.26830291748047,147.10772705078125,-2.710505431213761e-18,-2.1339746579507844e-14,1.181189759336121e-06,1.4279171409725677e-06
81,0.0,0.016238229349255562,0.09254653006792068,0.016238229349255562,0.09254653006792068,87.7799072265625,149.66165161132812,-4.130810277169772e-17,-3.8219461504038904e-14,1.3080225471640006e-06,1.4527071243719547e-06
82,0.0,0.016333574429154396,0.1462196558713913,0.016333574429154396,0.1462196558713913,87.50496673583984,152.32864379882812,-2.8731357570865868e-18,-8.071600571084303e-14,1.3039256145930267e-06,1.4785945268158684e-06
83,0.0,0.015507601201534271,0.09829933941364288,0.015507601201534271,0.09829933941364288,86.69918060302734,145.96371459960938,1.4842727741326556e-16,-2.7296266917782586e-14,1.2919184655402205e-06,1.4168126654112712e-06
84,0.0,0.01654236949980259,0.16812053322792053,0.01654236949980259,0.16812053322792053,90.9930419921875,137.8074951171875,4.9981720151581754e-17,-1.098757078431354e-14,1.3559019862441346e-06,1.3376434253586922e-06
85,0.0,0.016343072056770325,0.12587985396385193,0.016343072056770325,0.12587985396385193,89.87541198730469,141.21530151367188,-7.144892316679474e-17,-9.597249210624437e-15,1.339248001386295e-06,1.3707217476621736e-06
86,0.0,0.017318015918135643,0.11974604427814484,0.017318015918135643,0.11974604427814484,94.17306518554688,160.68182373046875,-4.450649918052996e-17,-4.8439198615732315e-14,1.4032880244485568e-06,1.5596756384184118e-06
87,0.0,0.016536233946681023,0.12267517298460007,0.016536233946681023,0.12267517298460007,90.17843627929688,158.70376586914062,-1.172564649543073e-16,-2.2869747697847444e-15,1.3437634152069222e-06,1.5404754094561213e-06
88,0.0,0.020147640258073807,0.13114023208618164,0.020147640258073807,0.13114023208618164,99.1712646484375,164.0738525390625,9.86623976961809e-18,-7.721438505942091e-14,1.4777670003240928e-06,1.5926007108646445e-06
89,0.0,0.01703364960849285,0.10193286091089249,0.01703364960849285,0.10193286091089249,93.28823852539062,137.20904541015625,-5.014435047745458e-18,2.7697134577433103e-15,1.3901030797569547e-06,1.3318344826984685e-06
90,0.0,0.01670781895518303,0.12389560043811798,0.01670781895518303,0.12389560043811798,92.33033752441406,150.06289672851562,1.8778381627448937e-16,-2.3089320237115914e-14,1.375829242533655e-06,1.4566018080586218e-06
91,0.0,0.01570059172809124,0.09992276877164841,0.01570059172809124,0.09992276877164841,85.05297088623047,143.1075439453125,-4.1253892663073444e-17,1.2586517928164093e-13,1.267388029191352e-06,1.3890889931644779e-06
92,0.0,0.01833484321832657,0.10095175355672836,0.01833484321832657,0.10095175355672836,94.85148620605469,150.74484252929688,-6.174531372304948e-17,-6.036491429330451e-14,1.4133972854324384e-06,1.463221224184963e-06
93,0.0,0.017877474427223206,0.14352945983409882,0.017877474427223206,0.14352945983409882,98.38262939453125,154.86563110351562,9.75781955236954e-18,-6.294936258724199e-15,1.4660154192824848e-06,1.50322011904791e-06
94,0.0,0.01851491443812847,0.14963431656360626,0.01851491443812847,0.14963431656360626,98.78282928466797,157.192138671875,-1.0928757898653885e-16,-2.507679665048751e-13,1.4719788623551722e-06,1.5258026451192563e-06
95,0.0,0.017683368176221848,0.1948152482509613,0.017683368176221848,0.1948152482509613,95.955322265625,163.67294311523438,1.1503385050071202e-16,-7.275202575790507e-14,1.4298457244876772e-06,1.5887092104094336e-06
96,0.0,0.018469342961907387,0.10545310378074646,0.018469342961907387,0.10545310378074646,101.97764587402344,150.64073181152344,4.683753385137379e-17,-1.7712117918720384e-14,1.5195853393379366e-06,1.4622106618844555e-06
97,0.0,0.01773425005376339,0.1448814868927002,0.01773425005376339,0.1448814868927002,95.62461853027344,148.73248291015625,-2.211772431870429e-17,-2.215290498513555e-14,1.424917854819796e-06,1.4436880064749857e-06
98,0.0,0.016819246113300323,0.1222136989235878,0.016819246113300323,0.1222136989235878,93.2873306274414,136.849365234375,-4.212125440106185e-17,-6.6282856515996556e-15,1.3900895510232658e-06,1.3283432735988754e-06
99,0.0,0.019948145374655724,0.17129403352737427,0.019948145374655724,0.17129403352737427,102.59870147705078,157.34979248046875,-3.498720410610723e-16,-2.656918467788122e-13,1.5288397889889893e-06,1.5273328699549893e-06
100,0.0,0.017714403569698334,0.1408553421497345,0.017714403569698334,0.1408553421497345,100.04322814941406,132.56967163085938,3.355605723842636e-17,-1.8219910782467548e-14,1.4907602690072963e-06,1.2868019894085592e-06
101,0.0,0.018414581194519997,0.11104343831539154,0.018414581194519997,0.11104343831539154,101.43545532226562,152.7915802001953,1.590524587036235e-16,-1.4560049129905273e-13,1.5115060705284122e-06,1.483088112763653e-06
102,0.0,0.016827601939439774,0.13605113327503204,0.016827601939439774,0.13605113327503204,93.78668212890625,138.78201293945312,8.624828282122188e-17,-2.314066398624668e-14,1.3975304682389833e-06,1.3471027386913192e-06
103,0.0,0.018162081018090248,0.10453655570745468,0.018162081018090248,0.10453655570745468,101.02880859375,145.29969787597656,-2.1320835721927445e-16,-1.9335502301912402e-14,1.50544656207785e-06,1.4103673038334819e-06
104,0.0,0.017854804173111916,0.1015220507979393,0.017854804173111916,0.1015220507979393,98.68122863769531,145.43113708496094,-1.330316065639714e-16,-2.9594293561704867e-15,1.4704648947372334e-06,1.4116432112132316e-06
105,0.0,0.01865193247795105,0.10161197930574417,0.01865193247795105,0.10161197930574417,105.14928436279297,137.28135681152344,3.469446951953614e-18,-3.3944645461440534e-14,1.5668464357077028e-06,1.3325363852345617e-06
106,0.0,0.020324591547250748,0.1445273756980896,0.020324591547250748,0.1445273756980896,100.2651596069336,150.3861083984375,-1.0842021724855044e-17,-1.3709901811910508e-13,1.4940673054297804e-06,1.4597391100323875e-06
107,0.0,0.018284529447555542,0.13373494148254395,0.018284529447555542,0.13373494148254395,99.8365478515625,147.77059936523438,5.984795992119984e-17,-1.1801028192571627e-14,1.4876804925734177e-06,1.4343513612402603e-06
108,0.0,0.023237233981490135,0.1392134577035904,0.023237233981490135,0.1392134577035904,108.17655944824219,154.00094604492188,-1.496198998029996e-16,-9.385763379606699e-14,1.6119563497341005e-06,1.4948269608794362e-06
109,0.0,0.019336285069584846,0.08952759951353073,0.019336285069584846,0.08952759951353073,108.73819732666016,133.9609375,-6.093216209368535e-17,-4.215104454981678e-15,1.6203254062929773e-06,1.300306394114159e-06
110,0.0,0.02056257054209709,0.13612335920333862,0.02056257054209709,0.13612335920333862,106.96175384521484,162.62136840820312,5.778797579347739e-17,-1.5311967053446493e-14,1.5938543356242008e-06,1.5785020650582737e-06
111,0.0,0.016890689730644226,0.14764592051506042,0.016890689730644226,0.14764592051506042,95.15614318847656,133.5714569091797,-7.106945240642482e-17,6.757741085060319e-16,1.417937028236338e-06,1.2965258520125644e-06
112,0.0,0.019629381597042084,0.120607390999794,0.019629381597042084,0.120607390999794,106.42069244384766,149.73031616210938,7.844202717932625e-17,-2.3600572383419664e-14,1.5857918924666592e-06,1.4533735566146788e-06
113,0.0,0.019727390259504318,0.11832092702388763,0.019727390259504318,0.11832092702388763,107.8941421508789,164.5620880126953,8.521829075736065e-17,4.991822656185557e-14,1.6077480040621595e-06,1.5973398603819078e-06
114,0.0,0.021314183250069618,0.1391027420759201,0.021314183250069618,0.1391027420759201,112.08915710449219,160.67056274414062,-6.78168458889683e-17,-1.4969288016173504e-13,1.6702585980965523e-06,1.5595662716805236e-06
115,0.0,0.019649608060717583,0.12202325463294983,0.019649608060717583,0.12202325463294983,111.29556274414062,133.84576416015625,1.4430730915782064e-16,6.941365651926435e-16,1.6584331206104252e-06,1.2991885114388424e-06
116,0.0,0.017535632476210594,0.08564478904008865,0.017535632476210594,0.08564478904008865,97.72064208984375,128.14279174804688,8.72782748850831e-18,-1.3566647534112714e-13,1.4561510397470556e-06,1.2438320027285954e-06
117,0.0,0.01842518337070942,0.11543826758861542,0.01842518337070942,0.11543826758861542,103.9576416015625,133.27462768554688,-1.9504797083014225e-16,-1.2606540246496011e-17,1.5490895748371258e-06,1.2936446864841855e-06
118,0.0,0.018826378509402275,0.11565002053976059,0.018826378509402275,0.11565002053976059,104.86321258544922,129.75485229492188,-4.90059381963448e-17,-1.0330900868658118e-14,1.562583634040493e-06,1.2594796316989232e-06
119,0.0,0.020073803141713142,0.12430461496114731,0.020073803141713142,0.12430461496114731,113.02654266357422,144.30532836914062,2.2768245622195593e-17,-2.9116164638803496e-14,1.6842267314132187e-06,1.4007154049977544e-06
120,0.0,0.019824519753456116,0.11431672424077988,0.019824519753456116,0.11431672424077988,113.20394897460938,130.7439422607422,-9.75781955236954e-19,-2.96965956599754e-14,1.6868702914507594e-06,1.2690802577708382e-06
121,0.0,0.017801018431782722,0.13704229891300201,0.017801018431782722,0.13704229891300201,101.46495056152344,131.91104125976562,-1.8098044764214283e-16,2.6924320774599593e-15,1.511945583843044e-06,1.2804089237761218e-06
122,0.0,0.019194433465600014,0.08953327685594559,0.019194433465600014,0.08953327685594559,108.17401885986328,138.66635131835938,9.719872476332547e-17,-3.218760436136947e-14,1.6119184920171392e-06,1.3459800811688183e-06
123,0.0,0.01963406801223755,0.11919998377561569,0.01963406801223755,0.11919998377561569,110.49884033203125,126.98670959472656,-3.74049749507499e-17,-9.122791328516466e-15,1.6465610315208323e-06,1.2326103160376078e-06
124,0.0,0.020170601084828377,0.08843919634819031,0.020170601084828377,0.08843919634819031,113.62413024902344,130.63729858398438,-8.174884380540703e-17,-5.262082917567145e-15,1.6931314803514397e-06,1.268045139113383e-06
125,0.0,0.020779386162757874,0.24369387328624725,0.020779386162757874,0.24369387328624725,113.21406555175781,149.28517150878906,2.1304572689340162e-16,-1.5401621763968393e-13,1.6870210401975783e-06,1.449052774660231e-06
126,0.0,0.02483201213181019,0.11120020598173141,0.02483201213181019,0.11120020598173141,121.72184753417969,155.9610595703125,-9.042246118529107e-17,5.14388167206347e-14,1.8137968709197594e-06,1.5138530216063373e-06
127,0.0,0.019281713292002678,0.11143318563699722,0.019281713292002678,0.11143318563699722,109.97152709960938,135.50416564941406,-1.6463609989192385e-16,-6.592584906938781e-15,1.6387034520448651e-06,1.315285885539197e-06
128,0.0,0.027105597779154778,0.19457703828811646,0.027105597779154778,0.19457703828811646,124.33358764648438,154.130615234375,-1.111307226797642e-16,2.9119129254118886e-14,1.8527148313296493e-06,1.4960855878598522e-06
129,0.0,0.019260693341493607,0.08486667275428772,0.019260693341493607,0.08486667275428772,108.9223861694336,141.97711181640625,-1.0267394573437727e-16,-5.479166027003634e-15,1.6230700339292525e-06,1.3781162806481007e-06
130,0.0,0.022601084783673286,0.11094275116920471,0.022601084783673286,0.11094275116920471,124.8509750366211,149.0314483642578,-2.9609561330579126e-16,-1.6674461900752398e-14,1.8604245042297407e-06,1.4465899766946677e-06
